date, pm25, o3, no2, so2, co
2021/11/26, 63, 73, 6, 2, 23
2021/11/27, 86, 47, 5, 1, 23
2021/11/28, 61, 52, 6, 1, 25
2021/11/29, 81, 68, 8, 2, 26
2021/7/2, 16, 19, 4, 1, 
2021/7/3, 4, 28, 3, , 
2021/7/4, 17, 34, 4, , 
2021/7/5, 12, 28, 4, , 
2021/7/6, 28, 34, 5, , 
2021/7/7, 31, 32, 4, , 
2021/7/8, 41, 36, 3, , 
2021/7/9, 20, 32, 4, , 
2021/7/10, 13, 32, 3, , 
2021/7/11, 25, 38, 4, , 
2021/7/12, 56, 44, 5, , 
2021/7/13, 74, 40, 6, , 
2021/7/14, 64, 55, 5, , 
2021/7/15, 54, 36, 3, , 
2021/7/16, 34, 30, 4, , 
2021/7/17, 824, 40, 5, , 
2021/7/18, 832, 46, 4, , 
2021/7/19, 832, 43, 4, 3, 
2021/7/20, 502, 41, 5, 2, 
2021/7/21, 18, 39, 6, 2, 
2021/7/22, 22, 42, 5, 2, 
2021/7/23, 26, 35, 4, 2, 
2021/7/24, 52, 45, 5, 2, 
2021/7/25, 72, 47, 5, 2, 
2021/7/26, 793, 51, 4, 3, 
2021/7/27, 832, 55, 4, 2, 
2021/7/28, 832, 49, 4, 2, 
2021/7/29, 832, 52, 6, 2, 
2021/7/30, 832, 34, 4, 2, 
2021/7/31, 832, 44, 4, 2, 
2021/8/1, 832, 49, 3, 2, 
2021/8/4, 832, 40, 4, 2, 
2021/8/5, 832, 35, 5, 2, 
2021/8/6, 832, 33, 4, 1, 
2021/8/7, 832, 38, 4, 2, 
2021/8/8, 832, 29, 1, 2, 
2021/8/9, 832, 46, 2, 1, 
2021/8/10, 405, 42, 3, , 
2021/8/11, 34, 37, 3, , 
2021/8/12, 21, 40, 3, , 
2021/8/13, 26, 42, 6, 8, 
2021/8/14, 36, 33, 7, , 
2021/8/15, 21, 48, 33, 1, 
2021/8/16, 31, 41, 13, 7, 
2021/8/17, 79, 34, 2, 10, 
2021/8/18, 20, 40, 3, 10, 
2021/8/19, 25, 29, 2, 10, 
2021/8/20, 25, 29, 2, 10, 
2021/8/21, 30, 17, 2, 10, 
2021/8/22, 23, 27, 2, 10, 
2021/8/23, 22, 44, 2, 10, 
2021/8/24, 26, 36, 2, 10, 
2021/8/25, 29, 41, 3, 10, 
2021/8/26, 32, 27, 1, 10, 
2021/8/27, 76, 26, 3, 10, 
2021/8/28, 62, 24, 2, 10, 
2021/8/29, 40, 15, 2, 10, 
2021/8/30, 14, 18, 1, 9, 
2021/8/31, 9, 16, 1, , 
2021/9/1, 3, 17, 1, 2, 
2021/9/2, 68, 35, 1, 8, 2
2021/9/3, 46, 31, 2, , 1
2021/9/4, 8, 30, 2, , 2
2021/9/5, 17, 26, 1, , 2
2021/9/6, 15, 23, 2, , 3
2021/9/7, 11, 30, 3, , 3
2021/9/8, 15, 33, 3, , 2
2021/9/9, 23, 47, 2, , 2
2021/9/10, 31, 42, 3, , 3
2021/9/11, 35, 40, 2, , 3
2021/9/12, 27, 39, 2, , 3
2021/9/13, 22, 22, 3, , 4
2021/9/14, 14, 16, 2, , 5
2021/9/15, 87, 19, 2, , 5
2021/9/16, 18, 24, 2, , 5
2021/9/17, 20, 23, 3, , 6
2021/9/18, 17, 25, 4, , 6
2021/9/19, 19, 27, 2, , 7
2021/9/20, 10, 31, 3, , 8
2021/9/21, 24, 33, 3, , 9
2021/9/22, 34, 44, 3, , 9
2021/9/23, 46, 51, 3, , 8
2021/9/24, 32, 43, 3, , 9
2021/9/25, 36, 44, 3, , 10
2021/9/26, 41, 48, 2, , 10
2021/9/27, 42, 28, 2, , 10
2021/9/28, 17, 25, 3, , 11
2021/9/29, 22, 32, 2, , 11
2021/9/30, 28, 28, 2, , 11
2021/10/1, 20, 31, 3, , 12
2021/4/2, 56, 38, 3, , 
2021/4/3, 27, 53, 6, 1, 
2021/4/4, 25, 51, 6, 1, 
2021/4/5, 36, , , , 
2021/4/14, 93, 53, 7, 1, 
2021/4/15, 95, 58, 8, 1, 
2021/4/16, 98, 58, 8, 1, 
2021/4/17, 83, 48, 9, 2, 1
2021/4/18, 92, 47, 7, 1, 
2021/4/19, 81, 51, 8, 1, 
2021/4/20, 82, 51, 8, 1, 
2021/4/21, 113, 63, 9, 1, 1
2021/4/22, 127, 50, 8, 1, 
2021/4/23, 128, 58, 8, 1, 
2021/4/24, 110, 68, 10, 1, 
2021/4/25, 123, 52, 7, 1, 
2021/4/26, 90, 50, 7, 1, 1
2021/4/27, 80, 63, 5, 1, 
2021/4/28, 79, 52, 6, 1, 
2021/4/29, 84, 55, 5, 1, 
2021/4/30, 91, 48, 6, 1, 
2021/5/1, 98, 50, 3, 1, 
2021/5/2, 102, 41, 5, 1, 
2021/5/3, 78, 40, 6, 1, 
2021/5/4, 82, 45, 6, 1, 
2021/5/5, 155, 42, 5, 1, 1
2021/5/6, 832, 76, 8, 1, 1
2021/5/7, 832, 53, 10, 1, 1
2021/5/8, 832, , , , 
2021/5/14, 832, 52, 7, 1, 
2021/5/15, 832, 48, 6, 1, 
2021/5/16, 832, 46, 5, , 
2021/5/17, 832, 51, 8, , 1
2021/5/18, 832, 56, 5, , 2
2021/5/19, 548, 50, 7, , 
2021/5/20, 46, 52, 8, , 
2021/5/21, 55, 63, 8, 1, 
2021/5/22, 46, 71, 6, 1, 
2021/5/23, 33, 65, 6, 1, 
2021/5/24, 58, 55, 5, 1, 
2021/5/25, 30, 50, 7, 1, 
2021/5/26, 25, 52, 4, 1, 
2021/5/27, 55, 48, 7, , 
2021/5/28, 38, 57, 5, 1, 
2021/5/29, 67, 50, 7, , 
2021/5/30, 69, 51, 5, 1, 
2021/5/31, 49, 46, 6, 1, 
2021/6/1, 31, 46, 6, 1, 
2021/6/2, 54, 43, 6, , 
2021/6/3, 47, 39, 4, , 
2021/6/4, 27, 33, 5, , 
2021/6/5, 14, 40, 6, , 
2021/6/6, 21, 51, 4, , 
2021/6/7, 22, 49, 7, 1, 
2021/6/8, 26, 46, 5, 1, 
2021/6/9, 29, 42, 6, , 
2021/6/10, 16, , , , 
2021/6/18, 2, 23, 5, , 
2021/6/19, 2, 16, 5, , 
2021/6/20, 2, 20, 4, 1, 
2021/6/21, 2, 26, 4, , 
2021/6/22, 2, 31, 4, , 
2021/6/23, 2, 37, 4, , 
2021/6/24, 2, 36, 3, , 
2021/6/25, 2, 27, 4, , 
2021/6/26, 2, 21, 4, , 
2021/6/27, 3, 21, 4, , 
2021/6/28, 5, 17, 3, , 
2021/6/29, 2, 17, 2, , 
2021/6/30, 5, 30, 3, , 
2021/7/1, 7, 33, 5, 1, 
2021/1/12, 55, 35, 5, , 11
2021/1/13, 60, 38, 6, , 12
2021/1/14, 74, 38, 7, , 12
2021/1/15, 74, 40, 6, 1, 13
2021/1/16, 84, 39, 4, 1, 13
2021/1/17, 78, 33, 3, , 12
2021/1/18, 48, 37, 4, , 12
2021/1/19, 55, 49, 6, , 14
2021/1/20, 81, 37, 4, , 13
2021/1/21, 58, 42, 4, 1, 13
2021/1/22, 43, 58, 8, 1, 15
2021/1/23, 87, 49, 8, 1, 15
2021/1/24, 87, 45, 6, 1, 15
2021/1/25, 88, 38, 3, , 15
2021/1/26, 66, 47, 4, , 15
2021/1/27, 69, 65, 5, 1, 16
2021/1/28, 83, 39, 1, , 14
2021/1/29, 28, 46, 5, 1, 15
2021/1/30, 43, 74, 5, 1, 17
2021/1/31, 72, , , , 
2021/2/11, 60, 19, 6, 2, 24
2021/2/12, 166, 12, 9, 2, 17
2021/2/13, 70, 24, 9, 1, 18
2021/2/14, 69, 32, 7, , 19
2021/2/15, 69, 37, 10, 1, 17
2021/2/16, 65, 39, 10, , 
2021/2/17, 72, , , , 
2021/3/1, 832, 58, 11, 11, 1
2021/3/2, 636, 50, 12, 1, 1
2021/3/3, 86, 44, 12, 2, 
2021/3/4, 69, 44, 12, 1, 1
2021/3/5, 69, 46, 12, 1, 
2021/3/6, 77, 52, 11, 2, 
2021/3/7, 82, 46, 8, 2, 
2021/3/8, 90, 60, 14, 1, 2
2021/3/9, 64, 61, 13, 2, 
2021/3/10, 39, 60, 16, 2, 
2021/3/11, 68, 45, 14, 2, 1
2021/3/12, 67, 50, 15, 1, 2
2021/3/13, 69, 51, 11, , 1
2021/3/14, 66, 48, 10, 1, 1
2021/3/15, 71, 45, 9, 1, 
2021/3/16, 58, 66, 8, , 
2021/3/17, 47, 40, 6, , 
2021/3/18, 47, 58, 6, , 1
2021/3/19, 58, 57, 7, 1, 
2021/3/20, 66, 55, 6, 2, 2
2021/3/21, 64, 59, 7, 2, 
2021/3/22, 60, 44, 11, 1, 
2021/3/23, 87, 40, 9, 1, 
2021/3/24, 52, 25, 11, 1, 
2021/3/25, 75, , , , 
2021/3/31, 48, 51, 7, 1, 
2021/4/1, 72, 41, 4, , 
2020/10/2, 59, 55, 3, 3, 
2020/10/3, 55, 58, 2, 2, 
2020/10/4, 55, 44, 2, 2, 
2020/10/5, 47, 68, 2, 2, 
2020/10/6, 63, 65, 3, 2, 
2020/10/7, 74, 73, 4, 2, 
2020/10/8, 80, 64, 3, 2, 
2020/10/9, 76, 50, 2, 2, 
2020/10/10, 73, 44, 1, 2, 
2020/10/11, 59, 31, 2, 2, 
2020/10/12, 48, 29, 1, 2, 
2020/10/13, 19, 33, 2, 2, 
2020/10/14, 38, 51, 2, 2, 
2020/10/15, 46, 42, 2, 2, 
2020/10/16, 52, 47, 2, 14, 
2020/10/17, 47, 46, , 3, 
2020/10/18, 24, 52, 1, 3, 
2020/10/19, 50, 40, 1, 3, 
2020/10/20, 47, 43, 1, 3, 7
2020/10/21, 44, 51, 1, 3, 7
2020/10/22, 55, 45, 1, 3, 8
2020/10/23, 52, 48, 1, 3, 8
2020/10/24, 59, 60, 1, 3, 8
2020/10/25, 58, 53, 1, 3, 9
2020/10/26, 58, 46, 2, 3, 9
2020/10/27, 58, 44, 2, 3, 10
2020/10/28, 64, 39, 1, 3, 11
2020/10/29, 64, 39, , 3, 11
2020/10/30, 72, 48, 1, 3, 11
2020/10/31, 46, 40, 1, 3, 10
2020/11/1, 35, 43, , 3, 11
2020/11/2, 45, 42, , 3, 10
2020/11/3, 33, 54, 1, 3, 11
2020/11/4, 41, 47, 3, 4, 12
2020/11/5, 43, 49, 3, 3, 9
2020/11/6, 96, 52, 2, , 3
2020/11/7, 64, 6, 2, , 4
2020/11/8, 69, , , , 
2020/11/24, 63, 60, 5, 1, 9
2020/11/25, 73, 70, 7, 1, 7
2020/11/26, 95, 53, 6, 1, 7
2020/11/27, 82, 59, 9, 1, 8
2020/11/28, 86, 55, 8, 1, 8
2020/11/29, 87, 45, 5, 1, 8
2020/11/30, 81, 49, 6, 2, 8
2020/12/1, 87, 34, 5, 1, 7
2020/12/2, 35, 39, 7, 1, 9
2020/12/3, 74, 36, 6, 1, 9
2020/12/4, 77, 37, 7, 1, 9
2020/12/5, 78, 32, 7, 1, 10
2020/12/6, 72, 29, 5, 1, 10
2020/12/7, 64, 45, 7, 2, 11
2020/12/8, 79, 45, 7, 2, 11
2020/12/9, 79, 67, 9, 2, 13
2020/12/10, 103, 49, 7, 2, 14
2020/12/11, 108, 40, 6, 2, 13
2020/12/12, 85, 42, 6, 1, 13
2020/12/13, 80, 35, 6, 1, 13
2020/12/14, 71, 45, 7, 3, 13
2020/12/15, 79, 38, 6, 1, 14
2020/12/16, 80, 37, 7, 2, 14
2020/12/17, 87, 43, 8, 1, 15
2020/12/18, 93, 39, 8, 1, 15
2020/12/19, 77, 53, 10, 2, 16
2020/12/20, 83, 52, 9, 2, 17
2020/12/21, 92, 38, 8, 2, 16
2020/12/22, 73, 45, 10, 2, 17
2020/12/23, 78, 70, 11, 8, 14
2020/12/24, 160, 52, 8, 1, 7
2020/12/25, 102, 42, 4, 1, 6
2020/12/26, 86, 48, 5, 1, 6
2020/12/27, 87, 44, 5, , 6
2020/12/28, 78, 66, 5, 1, 7
2020/12/29, 86, , , , 
2020/8/24, 25, , , , 
2020/8/26, 832, 37, 3, 3, 
2020/8/27, 461, 20, 2, 3, 
2020/8/28, 7, 23, 2, 3, 
2020/8/29, 7, 28, 2, 3, 
2020/8/30, 11, 20, 2, 3, 
2020/8/31, 6, 22, 3, 3, 
2020/9/1, 11, 24, 2, 3, 
2020/9/2, 20, 32, 3, 3, 
2020/9/3, 34, 39, 3, 3, 
2020/9/4, 50, 39, 4, 3, 
2020/9/5, 42, 32, 6, 3, 
2020/9/6, 29, 33, 4, 3, 
2020/9/7, 39, 40, 3, 3, 
2020/9/8, 20, 31, 3, 3, 
2020/9/9, 19, 26, 3, 3, 
2020/9/10, 14, 29, 2, 3, 
2020/9/11, 10, 38, 4, 3, 
2020/9/12, 22, 37, 2, 3, 
2020/9/13, 13, 31, 1, 3, 
2020/9/14, 20, 42, 3, 3, 
2020/9/15, 29, 28, 2, 3, 
2020/9/16, 50, , , , 
2020/9/22, 15, 40, 2, 2, 
2020/9/23, 20, 35, 1, 2, 
2020/9/24, 38, 32, 1, 2, 
2020/9/25, 44, 33, 1, 2, 
2020/9/26, 21, 37, 3, 2, 
2020/9/27, 32, 29, , 2, 
2020/9/28, 41, 33, 1, 2, 
2020/9/29, 17, 24, 2, 2, 
2020/9/30, 15, 66, 3, 2, 
2020/10/1, 48, 52, 2, 2, 
2025/8/5, , 36, , , 5
2025/8/6, , 42, , , 4
2025/7/2, , 28, , , 3
2025/7/3, , 28, , 2, 3
2025/7/10, , 27, , 3, 4
2025/7/30, , 59, , 3, 5
2025/7/31, , 42, , , 5
2025/4/3, , 25, , 1, 3
2025/6/8, , 26, , 1, 2
2025/6/14, , 17, , , 2
2025/6/15, , 28, , , 3
2025/6/16, , 26, , , 2
2025/6/17, , 36, , , 2
2025/6/23, , 18, , , 3
2025/6/24, , 30, , , 4
2025/7/1, , 21, , , 3
2025/3/7, , 41, , , 
2024/7/2, , 25, , 3, 
2024/7/3, , 30, , 3, 
2024/7/5, , 42, , 3, 
2024/7/12, , 31, , 3, 
2024/7/13, , 38, , 3, 
2024/4/6, , 29, , 1, 1
2024/4/8, , 45, , 1, 3
2024/4/13, , 73, , 1, 2
2024/4/14, , 73, , 1, 2
2024/4/15, , 62, , 1, 4
2024/4/16, , 61, , 1, 4
2024/4/17, , 66, , 1, 4
2024/4/18, , 53, , 1, 4
2024/4/19, , 56, , 1, 5
2024/4/20, , 67, , 1, 4
2024/4/21, , 68, , 2, 4
2024/4/22, , 58, , 1, 3
2024/4/23, , 69, , 2, 2
2024/6/29, , 36, , 3, 
2024/1/30, , 21, , 2, 
2024/3/27, , 42, , 1, 5
2023/10/9, , 2, , 1, 
2023/10/29, , 18, , , 
2023/11/13, , 26, , , 1
2023/12/12, , 69, , , 5
2023/12/13, , 15, , 1, 3
2023/7/5, , 40, , 4, 
2023/5/3, , 63, , , 
2023/5/16, , 47, , , 
2023/6/14, , 60, , , 
2023/6/15, , 53, , 1, 
2023/2/1, , , , 1, 
2023/2/2, , , , 1, 
2023/2/3, , , , , 
2023/2/5, , , , 2, 
2023/2/6, , , , 1, 
2023/2/7, , , , 1, 
2023/2/20, , , , 1, 
2023/2/21, , 32, , 1, 
2022/10/19, , 33, , , 12
2022/11/1, , 42, , , 7
2022/11/7, , 63, , , 9
2022/11/16, , 55, , 1, 12
2022/11/17, , 53, , , 12
2022/11/18, , 56, , , 12
2022/11/19, , 61, , , 13
2022/11/20, , 78, , 1, 13
2022/11/21, , 49, , , 11
2022/11/22, , 53, , , 13
2022/11/23, , 47, , , 13
2022/11/24, , 43, , , 13
2022/11/25, , 37, , , 13
2023/1/1, , 25, , 1, 
2022/7/4, , 38, 8, 1, 10
2022/7/5, , 40, 5, , 10
2022/5/2, , 64, 4, , 26
2022/5/3, , 71, 5, 1, 27
2022/5/4, , 66, 5, 1, 28
2022/5/5, , 84, , , 28
2022/5/6, , 96, , , 27
2022/5/15, , 60, 2, , 1
2022/5/27, , 70, 3, , 6
2022/5/29, , 43, 2, , 6
2022/5/30, , 43, 3, , 7
2022/5/31, , 48, 2, , 7
2022/6/1, , 58, 4, , 7
2022/6/2, , 57, 3, , 7
2022/6/3, , 53, 5, 2, 12
2022/6/11, , 22, , , 4
2022/6/13, , 40, 1, , 5
2022/6/14, , 36, 1, , 5
2022/6/15, , 37, 1, , 6
2022/6/16, , 28, 2, , 5
2022/6/19, , 55, 3, , 6
2022/6/20, , 53, 4, , 6
2022/6/21, , 44, 6, , 7
2022/6/22, , 28, 4, , 7
2022/6/23, , 14, 5, , 6
2022/6/25, , 34, 3, , 8
2022/6/26, , 44, 3, , 8
2022/6/27, , 52, 5, , 9
2022/6/28, , 45, 4, , 8
2022/6/29, , 38, 4, , 9
2022/7/3, , 38, 8, 1, 10
2022/3/30, , 18, 13, , 12
2021/11/30, , 57, 9, 2, 26
2021/12/1, , 63, 7, 1, 26
2021/12/2, , 46, 7, 2, 27
2021/8/2, , 35, 3, 2, 
2021/8/3, , 31, 4, 2, 
2021/4/13, , 51, 8, 1, 1
2021/5/12, , 53, 6, , 
2021/5/13, , 53, 5, , 
2021/6/17, , 45, 5, 1, 
2021/1/11, , 28, 1, , 10
2021/2/10, , 34, 6, 2, 20
2021/2/28, , 45, 12, 2, 3
2021/3/30, , 45, 9, 1, 1
2020/11/23, , 49, 6, , 11
2020/8/23, , 36, 3, 5, 
2020/8/25, , 31, 2, 3, 
2020/9/21, , 27, 4, 3, 
2025/4/2, , , , 2, 2
2025/3/29, , , , 1, 1
2025/3/30, , , , 2, 2
2025/3/31, , , , 2, 3
2025/4/1, , , , 2, 3
2023/10/2, , , , 1, 
2023/10/3, , , , 1, 
2023/10/4, , , , 1, 
2023/10/5, , , , 1, 
2023/10/6, , , , 1, 
2023/10/7, , , , 1, 
2023/10/8, , , , 1, 
2023/8/25, , , , 1, 
2023/9/7, , , , 1, 1
2023/9/8, , , , 1, 1
2023/9/9, , , , 1, 1
2023/9/10, , , , 1, 1
2023/9/11, , , , 1, 2
2023/9/12, , , , 1, 2
2023/9/13, , , , 1, 2
2023/9/14, , , , 1, 1
2023/9/15, , , , 1, 
2023/9/16, , , , 2, 
2023/9/19, , , , 1, 
2023/9/20, , , , 1, 
2023/9/21, , , , 1, 
2023/9/22, , , , 1, 
2023/9/23, , , , 1, 
2023/9/24, , , , 1, 
2023/9/25, , , , 1, 
2023/9/26, , , , 1, 
2023/9/27, , , , 1, 
2023/9/28, , , , 1, 
2023/9/29, , , , 1, 
2023/9/30, , , , 1, 
2023/10/1, , , , 1, 
2023/2/8, , , , 1, 
2023/2/9, , , , 1, 
2023/2/10, , , , 2, 
2023/2/11, , , , 1, 
2023/2/12, , , , 1, 
2023/2/13, , , , 2, 
2023/2/14, , , , 2, 
2023/2/15, , , , 1, 
