date, pm25, o3, no2, so2, co
2021/3/14, 37, 15, , , 5
2021/3/15, 45, 12, , , 6
2021/3/16, 49, 13, , , 6
2021/3/17, 49, 12, , , 6
2021/3/18, 54, 13, , , 6
2021/3/19, 68, 21, , , 6
2021/3/20, 41, 23, , , 6
2021/3/21, 38, 24, , , 6
2021/3/22, 49, 18, , , 7
2021/3/23, 56, 15, , , 7
2021/3/24, 58, 11, , , 7
2021/3/25, 56, 12, , , 5
2021/3/26, 64, 11, , , 6
2021/3/27, 44, 11, , , 6
2021/3/28, 60, 12, , , 7
2021/3/29, 59, 11, , , 7
2021/3/30, 57, 13, , , 7
2021/3/31, 57, 12, , , 7
2021/4/1, 66, 14, , , 7
2020/10/2, 51, 14, , , 32
2020/10/3, 64, 13, , , 32
2020/10/4, 47, , , , 
2020/10/9, 94, 52, , , 35
2020/10/10, 192, 9, , , 35
2020/10/11, 60, , , , 29
2020/10/12, 66, 20, , 8, 28
2020/10/13, 59, 11, , , 6
2020/10/14, 55, 17, , 1, 6
2020/10/15, 49, 21, , 1, 6
2020/10/16, 66, 10, , 1, 7
2020/10/17, 39, , , , 
2020/10/21, 57, 11, , 1, 6
2020/10/22, 48, 9, , 1, 6
2020/10/23, 52, 10, , 1, 7
2020/10/24, 67, 12, , 1, 6
2020/10/25, 44, 13, , 1, 6
2020/10/26, 46, 11, , 1, 6
2020/10/27, 59, , , , 
2020/10/30, 40, 19, , 1, 6
2020/10/31, 59, , , , 
2020/11/3, 55, 149, , 1, 6
2020/11/4, 67, 305, , 1, 6
2020/11/5, 13, , , 1, 6
2020/11/7, 88, , , , 
2020/11/10, 40, , , , 10
2020/11/11, 166, , , , 
2020/11/13, 65, , , , 7
2020/11/14, 89, , , , 7
2020/11/18, 49, , , , 7
2020/11/19, 73, , , , 7
2020/11/20, 64, , , , 7
2020/11/21, 49, , , , 6
2020/11/22, 55, 12, , , 6
2020/11/23, 69, , , , 7
2020/11/24, 73, , , , 7
2020/11/25, 58, , , , 7
2020/11/26, 46, 10, , , 7
2020/11/27, 77, , , , 7
2020/11/28, 58, , , , 7
2020/11/29, 58, , , , 6
2020/11/30, 49, , , , 6
2020/12/1, 41, , , , 8
2020/12/2, 46, , , , 7
2020/12/3, 64, , , , 7
2020/12/4, 72, 4, , , 8
2020/12/5, 60, , , , 8
2020/12/6, 46, , , , 9
2020/12/7, 73, 14, , , 8
2020/12/8, 60, , , , 8
2020/12/9, 43, , , , 10
2020/12/10, 49, , , , 9
2020/12/11, 39, , , , 8
2020/12/12, 39, , , , 
2020/12/14, 55, , , , 9
2020/12/15, 68, , , , 10
2020/12/16, 40, , , , 9
2020/12/17, 58, , , , 9
2020/12/18, 38, , , , 8
2020/12/19, 39, , , , 8
2020/12/20, 57, , , , 9
2020/12/21, 50, , , , 9
2020/12/22, 52, 11, , , 9
2020/12/23, 45, , , , 10
2020/12/24, 47, , , , 9
2020/12/25, 51, , , , 8
2020/12/26, 37, 14, , , 9
2020/12/27, 35, , , , 11
2020/12/28, 59, , , , 10
2020/12/29, 34, , , , 11
2020/12/30, 69, , , , 10
2020/12/31, 48, , , , 9
2021/1/1, 46, , , , 
2021/1/3, 104, , , , 9
2021/1/4, 62, , , , 10
2020/7/2, 80, 10, , , 25
2020/7/3, 69, 9, , , 25
2020/7/4, 47, 10, , , 23
2020/7/5, 62, , , , 18
2020/7/6, 89, 5, , , 22
2020/7/7, 81, 8, , , 25
2020/7/8, 91, 8, , , 25
2020/7/9, 81, 9, , , 25
2020/7/10, 57, 7, , , 26
2020/7/11, 56, 7, , , 26
2020/7/12, 73, 9, , , 26
2020/7/13, 65, 8, , , 26
2020/7/14, 65, 8, , , 26
2020/7/15, 84, 9, , , 27
2020/7/16, 74, 9, , , 27
2020/7/17, 85, 9, , , 27
2020/7/18, 66, 12, , , 27
2020/7/19, 57, 10, , , 27
2020/7/20, 56, 12, , , 27
2020/7/21, 45, 14, , , 28
2020/7/22, 39, 10, , , 28
2020/7/23, 45, 11, , , 28
2020/7/24, 38, 8, , , 28
2020/7/25, 68, 7, , , 28
2020/7/26, 40, 8, , , 28
2020/7/27, 57, 7, , , 28
2020/7/28, 73, 8, , , 29
2020/7/29, 75, 9, , , 29
2020/7/30, 64, 9, , , 28
2020/7/31, 63, 9, , , 29
2020/8/1, 61, 9, , , 29
2020/8/2, 63, , , , 18
2020/8/3, 80, 10, , , 24
2020/8/4, 62, 8, , , 28
2020/8/5, 59, 8, , , 29
2020/8/6, 45, 10, , , 29
2020/8/7, 47, 7, , , 29
2020/8/8, 64, 8, , , 28
2020/8/9, 89, 9, , , 28
2020/8/10, 58, 9, , , 29
2020/8/11, 60, 6, , , 30
2020/8/12, 66, 9, , , 29
2020/8/13, 40, 10, , , 30
2020/8/14, 61, 10, , , 30
2020/8/15, 44, 9, , , 30
2020/8/16, 46, 8, , , 30
2020/8/17, 56, 8, , , 30
2020/8/18, 61, 11, , , 30
2020/8/19, 66, 11, , , 31
2020/8/20, 66, 8, , , 31
2020/8/21, 66, 14, , , 31
2020/8/22, 66, , , , 
2020/9/2, 59, 8, , , 30
2020/9/3, 54, 9, , , 30
2020/9/4, 114, 9, , , 27
2020/9/5, 65, 8, , , 28
2020/9/6, 51, 10, , , 29
2020/9/7, 71, 13, , , 30
2020/9/8, 64, 12, , , 30
2020/9/9, 46, 8, , , 31
2020/9/10, 55, 7, , , 31
2020/9/11, 40, 13, , , 31
2020/9/12, 45, 7, , , 31
2020/9/13, 59, 8, , 1, 31
2020/9/14, 46, 9, , , 32
2020/9/15, 65, 10, , , 33
2020/9/16, 54, 6, , , 32
2020/9/17, 76, 8, , , 32
2020/9/18, 54, 6, , , 32
2020/9/19, 58, 10, , , 32
2020/9/20, 62, 9, , , 31
2020/9/21, 91, 10, , , 31
2020/9/22, 62, 5, , , 32
2020/9/23, 57, 14, , , 32
2020/9/24, 79, 14, , , 32
2020/9/25, 58, 10, , , 32
2020/9/26, 52, 8, , , 33
2020/9/27, 42, 5, , , 32
2020/9/28, 57, 6, , , 33
2020/9/29, 61, 10, , , 33
2020/9/30, 39, 10, , , 33
2020/10/1, 41, 13, , , 32
2020/4/2, 72, 13, , , 6
2020/4/3, 69, 13, , , 6
2020/4/4, 48, 17, , , 6
2020/4/5, 45, 15, , , 7
2020/4/6, 66, 13, , , 7
2020/4/7, 63, 15, , , 8
2020/4/8, 73, 16, , , 8
2020/4/9, 72, 20, , , 9
2020/4/10, 81, 17, , 1, 9
2020/4/11, 89, 15, , , 9
2020/4/12, 89, 24, , , 9
2020/4/13, 82, 19, , , 10
2020/4/14, 88, 22, , , 10
2020/4/15, 92, 16, , , 10
2020/4/16, 106, 15, , , 10
2020/4/17, 78, 19, , , 11
2020/4/18, 61, 18, , , 11
2020/4/19, 71, 21, , , 11
2020/4/20, 72, 25, , , 12
2020/4/21, 104, 20, , , 11
2020/4/22, 73, 19, , , 11
2020/4/23, 74, 25, , 1, 13
2020/4/24, 91, 22, , 3, 12
2020/4/25, 93, 23, , 2, 14
2020/4/26, 104, , , , 12
2020/4/27, 94, 16, , , 12
2020/4/28, 63, 18, , , 13
2020/4/29, 68, 18, , , 14
2020/4/30, 73, 21, , , 14
2020/5/1, 56, 24, , , 13
2020/5/2, 51, 19, , , 14
2020/5/3, 51, 16, , , 14
2020/5/4, 79, 14, , , 15
2020/5/5, 53, 14, , , 15
2020/5/6, 93, 13, , , 15
2020/5/7, 71, 19, , , 15
2020/5/8, 62, 20, , , 15
2020/5/9, 59, 15, , , 14
2020/5/10, 62, 16, , , 13
2020/5/11, 55, 20, , , 15
2020/5/12, 57, 19, , , 15
2020/5/13, 58, 13, , , 16
2020/5/14, 50, 12, , , 16
2020/5/15, 53, 14, , , 16
2020/5/16, 57, 16, , , 17
2020/5/17, 64, 13, , , 17
2020/5/18, 82, 15, , 3, 18
2020/5/19, 98, 23, , , 18
2020/5/20, 67, 14, , , 18
2020/5/21, 57, 14, , , 17
2020/5/22, 69, 15, , , 15
2020/5/23, 51, , , , 
2020/5/26, 122, 4, , , 19
2020/5/27, 61, 1, , , 19
2020/5/28, 90, 2, , , 19
2020/5/29, 75, 1, , , 19
2020/5/30, 70, 1, , , 19
2020/5/31, 55, 1, , , 19
2020/6/1, 89, 1, , , 19
2020/6/2, 59, 1, , , 19
2020/6/3, 48, 1, , , 19
2020/6/4, 68, 1, , , 19
2020/6/5, 41, 1, , , 19
2020/6/6, 35, , , , 
2020/6/9, 108, 7, , , 21
2020/6/10, 98, 8, , , 21
2020/6/11, 101, 8, , , 21
2020/6/12, 97, 7, , , 21
2020/6/13, 78, 13, , , 21
2020/6/14, 80, 14, , , 21
2020/6/15, 84, 7, , , 22
2020/6/16, 62, 9, , , 18
2020/6/17, 83, 8, , , 18
2020/6/18, 79, 8, , , 22
2020/6/19, 67, 7, , , 22
2020/6/20, 66, 8, , , 22
2020/6/21, 80, 8, , , 22
2020/6/22, 54, 5, , , 22
2020/6/23, 82, 6, , , 22
2020/6/24, 125, 3, , , 23
2020/6/25, 133, 3, , , 23
2020/6/26, 161, 8, , , 24
2020/6/27, 131, 8, , , 24
2020/6/28, 72, 9, , , 24
2020/6/29, 75, 8, , , 24
2020/6/30, 101, 9, , , 24
2020/7/1, 104, 11, , 2, 24
2020/1/2, 135, 6, , , 
2020/1/3, 62, 5, , , 
2020/1/4, 85, 6, , , 
2020/1/5, 38, 14, , , 
2020/1/6, 40, 13, , , 
2020/1/7, 43, 12, , , 
2020/1/8, 52, 12, , , 
2020/1/9, 61, 12, , , 
2020/1/10, 55, 7, , , 
2020/1/11, 67, , , , 
2020/1/13, 90, 8, , , 
2020/1/14, 73, 8, , , 
2020/1/15, 84, 10, , , 
2020/1/16, 68, 12, , , 
2020/1/17, 59, 10, , , 
2020/1/18, 56, , , , 
2020/1/20, 53, 13, , , 
2020/1/21, 42, 12, , , 
2020/1/22, 37, 13, , , 
2020/1/23, 62, 11, , , 
2020/1/24, 99, 19, 24, , 
2020/1/25, 59, 17, , , 
2020/1/26, 53, 16, , , 
2020/1/27, 51, 13, , , 
2020/1/28, 46, 16, , , 
2020/1/29, 74, 17, 121, , 
2020/1/30, 71, 20, , , 
2020/1/31, 55, 14, , , 
2020/2/1, 68, 18, , , 
2020/2/2, 41, 21, , , 
2020/2/3, 47, 19, , , 
2020/2/4, 59, 12, , , 
2020/2/5, 57, 7, , , 
2020/2/6, 72, 14, , , 
2020/2/7, 81, 20, , , 
2020/2/8, 44, 16, , , 
2020/2/9, 72, 9, , , 
2020/2/10, 65, 10, , , 
2020/2/11, 70, 12, , , 
2020/2/12, 70, 10, , , 
2020/2/13, 79, 11, , , 
2020/2/14, 98, 12, , , 
2020/2/15, 105, 13, , , 
2020/2/16, 70, 14, , , 
2020/2/17, 61, 13, , , 
2020/2/18, 66, 11, , , 
2020/2/19, 58, 12, , , 
2020/2/20, 71, 13, , , 
2020/2/21, 83, 12, , , 
2020/2/22, 52, 19, , , 
2020/2/23, 33, 20, , , 
2020/2/24, 41, 14, , , 
2020/2/25, 56, 16, , , 
2020/2/26, 49, 22, , , 
2020/2/27, 67, 18, , , 
2020/2/28, 47, 20, , , 
2020/2/29, 56, 21, , , 
2020/3/1, 37, 20, , , 
2020/3/2, 35, 16, , , 
2020/3/3, 57, 10, , , 500
2020/3/4, 50, 10, , , 500
2020/3/5, 56, 21, , , 477
2020/3/6, 65, 20, , , 436
2020/3/7, 37, 22, , , 423
2020/3/8, 36, 21, , , 424
2020/3/9, 46, 20, , , 449
2020/3/10, 49, 20, , , 496
2020/3/11, 68, 19, , , 500
2020/3/12, 53, 18, , , 480
2020/3/13, 50, 18, , , 466
2020/3/14, 53, 15, , , 1
2020/3/15, 52, 14, , , 1
2020/3/16, 58, 14, , , 1
2020/3/17, 54, 16, , , 2
2020/3/18, 68, , , , 
2020/3/23, 112, 19, , , 1
2020/3/24, 45, 16, , , 2
2020/3/25, 39, 18, , , 3
2020/3/26, 53, 16, , , 4
2020/3/27, 55, 15, , , 4
2020/3/28, 58, 18, , , 4
2020/3/29, 58, 18, , , 4
2020/3/30, 56, 12, , , 5
2020/3/31, 55, 12, , , 5
2020/4/1, 60, 14, , , 5
2019/10/3, 92, 9, , , 
2019/10/4, 57, 7, , , 
2019/10/5, 61, 6, , , 
2019/10/6, 54, 6, , , 
2019/10/8, 114, 9, , , 
2019/10/9, 91, 8, , , 
2019/10/10, 59, 5, , , 
2019/10/11, 82, 4, , , 
2019/10/12, 60, 4, , , 
2019/10/13, 49, 6, , , 
2019/10/14, 56, 8, , , 
2019/10/15, 75, 5, , , 
2019/10/16, 69, 6, , , 
2019/10/17, 60, 4, , , 
2019/10/18, 78, 4, , , 
2019/10/19, 83, 3, , , 
2019/10/20, 103, , , , 
2019/10/21, 99, , , , 
2019/10/22, 76, , , , 
2019/10/23, 49, , , , 
2019/10/24, 60, , , , 
2019/10/25, 50, , , , 
2019/10/26, 51, , , , 
2019/10/27, 76, , , , 
2019/10/28, 54, , , , 
2019/10/29, 53, , , , 
2019/10/30, 46, , , , 
2019/10/31, 39, , , , 
2019/11/1, 57, , , , 
2019/11/2, 54, , , , 
2019/11/3, 57, , , , 
2019/11/4, 46, , , , 
2019/11/5, 77, , , , 
2019/11/6, 52, , , , 
2019/11/7, 47, , , , 
2019/11/8, 56, , , , 
2019/11/9, 46, 4, , , 
2019/11/10, 48, 7, , , 
2019/11/11, 42, 9, , , 
2019/11/12, 48, 8, , , 
2019/11/13, 48, 8, , , 
2019/11/14, 58, 7, , , 
2019/11/15, 64, 5, , , 
2019/11/16, 34, 9, , , 
2019/11/17, 33, 14, , , 
2019/11/18, 52, 15, , , 
2019/11/19, 47, 15, , 6, 
2019/11/20, 58, 13, , , 
2019/11/21, 51, 12, , , 
2019/11/22, 41, 11, , , 
2019/11/23, 39, 11, , , 
2019/11/24, 68, 11, , , 
2019/11/25, 76, 11, , , 
2019/11/26, 66, 7, , , 
2019/11/27, 78, 7, , , 
2019/11/28, 52, 4, , , 
2019/12/2, 62, 9, , , 
2019/12/3, 52, 11, , , 
2019/12/4, 45, 12, , , 
2019/12/5, 49, 10, , , 
2019/12/6, 59, 10, , , 
2019/12/7, 58, 11, , , 
2019/12/8, 49, 12, , , 
2019/12/9, 47, 9, , , 
2019/12/10, 50, 10, , , 
2019/12/11, 68, 5, , , 
2019/12/12, 58, 6, , , 
2019/12/13, 54, 7, , , 
2019/12/14, 59, 9, , , 
2019/12/15, 68, 6, , , 
2019/12/16, 60, 6, , , 
2019/12/17, 55, 6, , , 
2019/12/18, 44, 12, , , 
2019/12/19, 44, 13, , , 
2019/12/20, 40, 13, , , 
2019/12/21, 46, 12, , , 
2019/12/22, 32, 10, , , 
2019/12/23, 76, 11, , , 
2019/12/24, 51, 14, , , 
2019/12/25, 47, 13, , , 
2019/12/26, 78, 10, , , 
2019/12/27, 210, 11, , , 
2019/12/28, 66, 11, , , 
2019/12/29, 67, 3, , , 
2019/7/4, 141, 8, , , 
2019/7/5, 74, 10, , , 
2019/7/6, 59, 10, , , 
2019/7/7, 72, 10, , , 
2019/7/8, 67, 12, , , 
2019/7/9, 56, 8, , , 
2019/7/10, 75, 8, , , 
2019/7/11, 76, 12, , , 
2019/7/12, 66, 6, , , 
2019/7/13, 78, 9, , , 
2019/7/14, 99, 9, , , 
2019/7/15, 88, 9, , , 
2019/7/16, 75, 9, , , 
2019/7/17, 88, 10, , , 
2019/7/18, 76, 9, , , 
2019/7/19, 74, 10, , , 
2019/7/20, 65, , , , 
2019/7/22, 78, 10, , , 
2019/7/23, 73, 13, , , 
2019/7/24, 69, 10, , , 
2019/7/25, 61, 10, , , 
2019/7/26, 73, 6, , , 
2019/7/27, 83, 8, , , 
2019/7/28, 106, 8, , , 
2019/7/29, 81, 7, , , 
2019/7/30, 68, 9, , , 
2019/7/31, 66, 10, , , 
2019/8/1, 50, 9, , , 
2019/8/2, 75, 16, , , 
2019/8/3, 67, 6, , , 
2019/8/4, 27, , , , 
2019/8/6, 113, 7, , , 
2019/8/7, 80, 9, , , 
2019/8/8, 82, 9, , , 
2019/8/9, 95, 10, , , 
2019/8/10, 69, 7, , , 
2019/8/11, 69, 9, , , 
2019/8/12, 59, 8, , , 
2019/8/13, 68, 8, , 1, 
2019/8/14, 59, 9, , , 
2019/8/15, 64, 6, , 1, 
2019/8/16, 58, 8, , , 
2019/8/17, 76, 3, , , 
2019/8/18, 71, , , , 
2019/8/24, 98, , , , 
2019/8/26, 72, 6, , , 
2019/8/27, 55, 6, , , 
2019/8/28, 80, 8, , , 
2019/8/29, 79, 11, , , 
2019/8/30, 82, 14, , , 
2019/8/31, 70, 18, , , 
2019/9/1, 59, 14, , 1, 
2019/9/2, 58, 13, , , 
2019/9/3, 61, 14, , , 
2019/9/4, 84, 9, , , 
2019/9/5, 71, 11, , , 
2019/9/6, 64, 9, , , 
2019/9/7, 71, 7, , , 
2019/9/8, 69, 9, , , 
2019/9/9, 79, 9, , , 
2019/9/10, 50, 6, , , 
2019/9/11, 87, 8, , , 
2019/9/12, 61, 10, , , 
2019/9/13, 70, 11, , , 
2019/9/14, 66, 18, , , 
2019/9/15, 77, 8, , , 
2019/9/16, 94, 8, , , 
2019/9/17, 79, 7, , , 
2019/9/18, 101, 9, , , 
2019/9/19, 89, 14, , , 
2019/9/20, 73, 15, , 1, 
2019/9/21, 80, 13, , , 
2019/9/22, 72, 10, , , 
2019/9/23, 99, 12, , , 
2019/9/24, 98, 14, , , 
2019/9/25, 167, 38, , 6, 
2019/9/26, 526, 3, , , 
2025/8/5, , 5, 6, , 30
2025/8/6, , 30, 7, 206, 47
2025/6/30, , 4, , , 30
2025/1/1, , 6, 3, , 22
2025/2/2, , 9, 3, , 24
2025/2/10, , 8, 3, , 23
2024/10/10, , 30, 6, , 22
2024/11/17, , 8, 1, , 21
2024/12/1, , 9, 3, , 22
2024/12/14, , 10, 4, , 22
2024/7/10, , 1, 7, , 17
2024/8/25, , 22, 5, , 19
2024/4/1, , 38, 4, , 7
2024/4/14, , 40, 3, , 
2024/5/26, , 26, 3, , 5
2024/6/11, , 60, 12, , 10
2024/6/22, , 13, 6, , 11
2024/1/2, , 29, 6, , 
2024/1/3, , 28, 8, , 
2024/1/4, , 23, 7, , 
2024/1/5, , 27, 4, , 
2024/1/6, , 15, 4, , 
2024/1/7, , 8, 3, , 
2024/1/8, , 25, 4, , 
2024/1/9, , 13, 3, , 
2024/1/10, , 28, 6, , 
2024/1/11, , 29, 7, , 
2024/1/12, , 14, 3, , 
2024/1/13, , 19, 4, , 
2024/1/14, , 29, 3, , 
2024/1/15, , 23, 5, , 
2024/1/16, , 13, 4, , 
2024/1/17, , 24, , , 
2024/1/31, , 20, 12, , 
2024/2/1, , 30, 10, , 
2024/2/2, , 30, 8, , 
2024/2/3, , 26, 3, , 
2024/2/4, , 13, 2, , 
2024/2/5, , 26, 2, , 
2024/2/6, , 33, 6, , 
2024/2/7, , 29, 13, , 
2024/2/8, , 31, 7, , 
2024/2/9, , 29, 4, , 
2024/2/10, , 21, 5, , 
2024/2/11, , 26, 3, , 
2024/2/12, , 23, 3, , 
2024/2/13, , 33, 4, , 
2024/2/14, , 32, 7, , 
2024/2/15, , 31, 5, , 
2024/2/16, , 32, 6, , 
2024/2/17, , 20, 2, , 
2024/2/18, , 23, 2, , 
2024/2/19, , 27, 6, , 
2024/2/20, , 34, 9, , 
2024/2/21, , 35, 9, , 
2024/2/22, , 34, 7, , 
2024/2/23, , 30, 7, , 
2024/2/24, , 37, 4, , 
2024/2/25, , 31, 2, , 
2024/2/26, , 37, 5, , 
2024/2/27, , 34, 6, , 
2024/2/28, , 33, 4, , 
2024/2/29, , 19, 4, , 
2024/3/1, , 22, 3, , 
2024/3/2, , 23, 3, , 
2024/3/3, , 15, 3, , 
2024/3/4, , 18, 3, , 
2024/3/5, , 18, 3, , 
2024/3/6, , 21, 3, , 
2024/3/7, , 26, 4, , 
2024/3/8, , 21, 4, , 
2024/3/9, , 21, 2, 1, 
2024/3/10, , 29, 1, , 
2024/3/11, , 17, 4, , 
2024/3/12, , 27, 4, , 
2024/3/13, , 25, 4, , 
2024/3/14, , 19, 4, , 
2024/3/15, , 22, 5, , 
2024/3/16, , 11, 2, , 
2024/3/17, , 5, 3, , 
2024/3/18, , 6, 2, , 
2024/3/19, , 6, 3, , 
2024/3/20, , 22, 3, , 
2024/3/21, , 21, 4, , 
2024/3/22, , 16, 2, , 
2024/3/23, , 25, 1, , 
2024/3/24, , 37, 3, , 
2024/3/25, , 40, 5, , 
2024/3/26, , 27, 3, , 
2024/3/27, , 28, 5, , 
2024/3/28, , 19, , , 
2024/3/31, , 37, 3, , 
2023/10/2, , 22, 5, , 6
2023/10/3, , 18, 5, , 5
2023/10/4, , 15, 4, , 6
2023/10/5, , 25, 4, , 5
2023/10/6, , 19, 4, , 5
2023/10/7, , 3, 3, , 5
2023/10/8, , 2, 2, , 5
2023/10/9, , 3, 4, , 6
2023/10/10, , 11, 4, , 6
2023/10/11, , 2, 8, , 9
2023/10/12, , 6, 3, , 7
2023/10/13, , 19, 3, , 7
2023/10/14, , 13, , , 
2023/10/16, , 32, 3, , 7
2023/10/17, , 31, 8, , 7
2023/10/18, , 27, 7, , 7
2023/10/19, , 26, 7, , 7
2023/10/20, , 29, 9, , 8
2023/10/21, , 24, 11, , 10
2023/10/22, , 25, 2, , 7
2023/10/23, , 24, 4, , 8
2023/10/24, , 22, 3, , 8
2023/10/25, , 17, 4, , 8
2023/10/26, , 21, , , 
2023/11/1, , 21, 4, , 10
2023/11/2, , 31, 3, , 10
2023/11/3, , 32, , , 
2023/11/6, , 27, 6, , 12
2023/11/7, , 24, 7, , 11
2023/11/8, , 26, 6, , 12
2023/11/9, , 24, 6, , 13
2023/11/10, , 15, , , 
2023/11/24, , 18, 5, , 14
2023/11/25, , 21, , , 
2023/12/4, , 14, 5, , 16
2023/12/5, , 15, 3, , 15
2023/12/6, , 8, , , 
2023/12/14, , 15, 5, , 21
2023/12/15, , 16, 5, , 22
2023/12/16, , 22, , , 
2023/12/19, , 18, 13, , 
2023/12/20, , 28, 14, , 
2023/12/21, , 29, 8, , 
2023/12/22, , 21, 7, , 
2023/12/23, , 26, 6, , 
2023/12/24, , 27, , , 
2023/12/27, , 20, 5, , 
2023/12/28, , 23, 7, , 
2023/12/29, , 28, 7, , 
2023/12/30, , 25, 4, , 
2023/12/31, , 28, , , 
2023/7/2, , 21, 4, 1, 
2023/7/3, , 17, 4, 1, 
2023/7/4, , 14, 4, 2, 
2023/7/5, , 12, 3, 2, 
2023/7/6, , 15, 5, 1, 
2023/7/7, , 14, 3, 1, 
2023/7/8, , 15, 2, 2, 
2023/7/9, , 5, 3, 1, 
2023/7/10, , 10, 2, 1, 
2023/7/11, , 14, 2, 1, 
2023/7/12, , 12, 2, 1, 
2023/7/13, , 14, 3, 1, 
2023/7/14, , 19, 2, 2, 
2023/7/15, , 15, 2, 2, 
2023/7/16, , 8, 1, 1, 
2023/7/17, , 14, 2, 1, 
2023/7/18, , 16, 5, 2, 
2023/7/19, , 15, 3, 1, 
2023/7/20, , 26, 6, 1, 
2023/7/21, , 15, 5, 2, 
2023/7/22, , 18, 3, 1, 
2023/7/23, , 5, 2, 1, 
2023/7/24, , 14, 3, 1, 
2023/7/25, , 14, 3, 2, 
2023/7/26, , 16, 3, 2, 
2023/7/27, , 16, 3, 2, 
2023/7/28, , 19, 3, 2, 
2023/7/29, , 19, 2, 2, 
2023/7/30, , 11, 3, 2, 
2023/7/31, , 16, 4, 2, 
2023/8/1, , 20, 3, 2, 
2023/8/2, , 18, 7, 2, 
2023/8/3, , 6, 4, 3, 
2023/8/4, , 5, 5, 3, 
2023/8/5, , 6, 4, 3, 
2023/8/6, , , 3, 2, 
2023/8/7, , 4, 3, 2, 
2023/8/8, , 6, 3, 3, 
2023/8/9, , 7, 3, 3, 
2023/8/10, , 5, 3, 3, 
2023/8/11, , 7, 4, 3, 
2023/8/12, , 6, 2, 3, 
2023/8/13, , 3, 2, 3, 
2023/8/14, , 4, 3, 3, 
2023/8/15, , 12, 5, 3, 
2023/8/16, , 16, 5, 3, 
2023/8/17, , 18, 4, 3, 
2023/8/18, , 16, 3, 3, 
2023/8/19, , 17, 2, 3, 
2023/8/20, , 8, 4, 3, 
2023/8/21, , 11, 4, 3, 
2023/8/22, , 18, 6, 3, 
2023/8/23, , 16, 7, 5, 500
2023/8/24, , 14, 13, 32, 210
2023/8/25, , 46, 7, , 5
2023/8/26, , 17, 6, , 3
2023/8/27, , 18, 3, , 4
2023/8/28, , 25, 4, , 3
2023/8/29, , 59, 5, , 2
2023/8/30, , 29, 12, , 5
2023/8/31, , 20, 6, , 5
2023/9/1, , 23, , , 
2023/9/7, , 18, 3, , 3
2023/9/8, , 20, , , 
2023/9/19, , 21, 5, , 3
2023/9/20, , 22, 4, , 2
2023/9/21, , 13, 4, , 2
2023/9/22, , 18, 3, , 2
2023/9/23, , 23, , , 
2023/9/25, , 29, 6, , 4
2023/9/26, , 34, 7, , 4
2023/9/27, , 22, 6, , 4
2023/9/28, , 29, 4, , 4
2023/9/29, , 27, 5, , 5
2023/9/30, , 16, 3, , 5
2023/10/1, , 9, 4, , 6
2023/5/18, , 23, 3, , 
2023/5/19, , 30, 4, 1, 
2023/5/20, , 23, 4, 1, 
2023/5/21, , 12, , , 
2023/5/23, , 15, 2, 1, 
2023/5/24, , 30, 2, 1, 
2023/5/25, , 34, , , 
2023/5/29, , 30, 3, 1, 
2023/5/30, , 26, 5, 1, 
2023/5/31, , 19, 5, 1, 
2023/6/1, , 20, 4, 1, 
2023/6/2, , 35, 4, 1, 
2023/6/3, , 38, , , 
2023/6/5, , 35, 3, 1, 
2023/6/6, , 29, 2, 1, 
2023/6/7, , 33, 4, 1, 
2023/6/8, , 29, 5, 1, 
2023/6/9, , 31, 3, 1, 
2023/6/10, , 41, 3, 1, 
2023/6/11, , 27, 1, 1, 
2023/6/12, , 61, 3, 1, 
2023/6/13, , 20, 2, 1, 
2023/6/14, , 17, 2, 1, 
2023/6/15, , 12, 2, 1, 
2023/6/16, , 14, 2, 1, 
2023/6/17, , 11, 1, 1, 
2023/6/18, , 7, , , 
2023/6/20, , 13, 3, 1, 
2023/6/21, , 20, 4, 1, 
2023/6/22, , 15, 3, 1, 
2023/6/23, , 16, 4, 2, 
2023/6/24, , 14, 2, 2, 
2023/6/25, , 9, 2, 1, 
2023/6/26, , 19, 3, 1, 
2023/6/27, , 15, 4, 1, 
2023/6/28, , 21, 3, 1, 
2023/6/29, , 18, 3, 2, 
2023/6/30, , 15, 3, 2, 
2023/7/1, , 19, 3, 1, 
2023/1/20, , 8, , , 
2023/1/21, , 18, , , 
2023/1/22, , 12, , , 
2023/1/25, , 9, , , 
2023/2/12, , 24, , , 
2023/2/15, , 23, 5, , 
2023/2/16, , 21, 5, 1, 
2023/2/17, , 23, 4, , 
2023/2/18, , 26, 3, , 
2023/2/19, , 21, 2, , 
2023/2/20, , 24, 4, , 
2023/2/21, , 29, 6, 1, 
2023/2/22, , 26, 5, , 
2023/2/23, , 27, 4, 1, 
2023/2/24, , 22, 5, , 
2023/2/25, , 23, 4, , 
2023/2/26, , 28, 4, , 
2023/2/27, , 24, 5, , 
2023/2/28, , 24, 4, , 
2023/3/1, , 22, 4, , 
2023/3/2, , 22, 4, 1, 
2023/3/3, , 21, 4, , 
2023/3/4, , 23, 3, , 
2023/3/5, , 25, 2, , 
2023/3/6, , 22, 4, , 
2023/3/7, , 22, 5, 1, 
2023/3/8, , 28, 5, , 
2023/3/9, , 21, 4, 1, 
2023/3/10, , 26, 6, 1, 
2023/3/11, , 29, , , 
2023/3/13, , 26, 3, , 
2023/3/14, , 28, 4, 1, 
2023/3/15, , 20, 4, 1, 
