date, pm25, o3, no2, so2, co
2023/3/16, , 28, 5, , 
2023/3/17, , 33, 5, 1, 
2023/3/18, , 23, 2, 1, 
2023/3/19, , 9, , , 
2023/3/21, , 35, 4, , 
2023/3/22, , 31, 4, 1, 
2023/3/23, , 28, 4, 1, 
2023/3/24, , 21, 4, 1, 
2023/3/25, , 22, 1, 1, 
2023/3/26, , 16, 3, 1, 
2023/3/27, , 26, 3, 1, 
2023/3/28, , 21, , , 
2022/10/2, , 11, , , 
2022/10/3, , 32, , , 
2022/10/4, , 25, , , 
2022/10/5, , 27, , , 
2022/10/6, , 34, , , 
2022/10/7, , 28, , , 
2022/10/8, , 25, , , 
2022/10/9, , 31, , , 
2022/10/10, , 38, , , 
2022/10/11, , 11, , , 
2022/10/12, , 13, , , 
2022/10/13, , 9, , , 
2022/10/14, , 8, , , 
2022/10/15, , 9, , , 
2022/10/16, , 11, , , 
2022/10/17, , 14, , , 
2022/10/29, , 1, , , 
2022/11/2, , 4, , , 
2022/11/5, , 2, , , 
2022/11/20, , 1, , , 
2022/11/24, , 2, , , 
2022/11/28, , 3, , , 
2022/12/9, , 3, , , 
2022/12/13, , 3, , , 
2022/12/17, , 4, , , 
2022/7/6, , 6, , , 5
2022/7/7, , 78, , 4, 30
2022/7/8, , 21, , 13, 
2022/7/9, , 19, , , 
2022/7/10, , 10, , , 
2022/7/11, , 18, , , 
2022/7/12, , 16, , , 
2022/7/13, , 13, , , 45
2022/7/14, , 9, , , 
2022/7/16, , 20, , , 6
2022/7/17, , 22, , , 13
2022/7/18, , 24, , , 4
2022/7/19, , 17, , , 9
2022/7/20, , 18, , , 1
2022/7/21, , 18, , , 4
2022/7/22, , 21, , , 1
2022/7/23, , 16, , , 1
2022/7/24, , 21, , , 3
2022/7/25, , 20, , , 2
2022/7/26, , 18, , , 1
2022/7/27, , 16, , , 5
2022/7/28, , 17, , , 3
2022/7/29, , 16, , , 2
2022/7/30, , 19, , , 3
2022/7/31, , 15, , , 2
2022/8/1, , 16, , , 2
2022/8/2, , 15, , , 3
2022/8/3, , 14, , , 8
2022/8/4, , 17, , , 4
2022/8/5, , 19, , , 2
2022/8/6, , 17, , , 1
2022/8/7, , 17, , , 
2022/8/9, , 15, , , 2
2022/8/10, , 18, , , 4
2022/8/11, , 20, , , 4
2022/8/12, , 18, , , 
2022/8/16, , 13, , , 5
2022/8/17, , 13, , , 5
2022/8/18, , 17, , , 8
2022/8/19, , 14, , , 10
2022/8/20, , 12, , , 9
2022/8/21, , 7, , , 
2022/8/23, , 17, , , 13
2022/8/24, , 20, , , 18
2022/8/25, , 20, , , 10
2022/8/26, , 17, , , 15
2022/8/27, , 10, , , 
2022/9/8, , 18, , , 9
2022/9/9, , 13, , , 12
2022/9/10, , 6, , , 
2022/9/20, , 17, , , 
2022/9/24, , 17, , , 
2022/9/28, , 26, , , 
2022/9/29, , 38, , , 
2022/9/30, , 38, , , 
2022/10/1, , 38, , , 
2021/10/23, , 9, , , 4
2021/10/24, , 5, , , 3
2021/10/25, , 5, , , 3
2021/10/26, , 5, , , 3
2021/10/27, , 4, , , 8
2021/11/16, , 18, , , 55
2021/11/17, , 10, , , 73
2021/11/18, , 11, , , 
2021/11/19, , 11, , , 
2021/11/20, , 11, , , 
2021/11/21, , 12, , , 
2021/11/22, , 14, , , 
2021/11/23, , 16, , , 
2021/11/24, , 16, , , 
2021/11/25, , 15, , , 
2021/11/26, , 15, , , 
2021/11/27, , 17, , , 
2021/11/28, , 15, , , 
2021/11/29, , 14, , , 
2021/11/30, , 13, , , 
2021/12/1, , 16, , , 
2021/12/2, , 13, , , 
2021/12/4, , 15, , , 
2021/12/5, , 16, , , 
2021/12/6, , 9, , , 
2021/12/7, , 7, , , 
2021/12/8, , 8, , , 
2021/12/9, , 8, , , 
2021/12/10, , 8, , , 
2021/7/18, , 4, , , 1
2021/8/20, , 9, , , 8
2021/5/12, , 11, , , 9
2021/5/25, , 12, , , 13
2021/6/7, , 5, , , 3
2020/10/8, , 91, , , 36
2020/10/20, , 10, , 1, 6
2020/10/29, , 10, , , 4
2020/11/2, , 18, , 1, 6
2020/11/9, , 18, , 1, 6
2020/11/17, , 13, , 2, 7
2020/8/24, , 15, , , 29
2020/8/25, , 6, , , 30
2020/8/26, , 6, , , 30
2020/8/27, , 9, , , 27
2020/8/28, , 7, , , 29
2020/8/29, , 5, , , 30
2020/8/30, , 7, , , 30
2020/8/31, , 5, , , 31
2020/9/1, , 8, , , 30
2020/5/25, , 3, , , 19
2020/6/8, , 7, , , 22
2020/1/1, , 7, , , 
2020/1/12, , 7, , , 
2020/1/19, , 11, , , 
2019/10/2, , 7, , , 
2019/7/3, , 4, , , 
2019/7/21, , 10, , , 
2019/8/5, , 8, , , 
2019/8/23, , 6, , , 
2019/9/27, , , , , 
2019/9/30, , 10, , 57, 
2019/10/1, , 7, , , 
2024/1/1, , , 3, , 
2024/1/30, , , 8, , 
2024/3/30, , , 4, , 
2023/10/15, , , 2, , 8
2023/10/31, , , 4, , 10
2023/11/5, , , 3, , 11
2023/11/23, , , 6, , 14
2023/12/3, , , 4, , 16
2023/12/13, , , 8, , 20
2023/12/18, , , 13, , 
2023/12/26, , , 6, , 
2023/9/6, , , 3, , 2
2023/9/18, , , 5, , 2
2023/9/24, , , 3, , 3
2023/5/17, , , 4, , 
2023/5/22, , , 2, 1, 
2023/5/28, , , 1, 1, 
2023/6/4, , , 1, 1, 
2023/6/19, , , 4, 1, 
2023/2/11, , , 2, 1, 
2023/2/14, , , 8, 1, 
2023/3/12, , , 3, 1, 
2023/3/20, , , 3, , 
2023/1/19, , , , 16, 
2023/1/24, , , , , 
2022/7/2, , , , , 
2022/7/3, , , , , 
2022/7/4, , , , , 
2022/7/5, , , , , 
2022/8/15, , , , , 5
2022/4/2, , , , , 
2022/4/3, , , , , 
2022/4/4, , , , , 
2022/4/5, , , , , 
2022/4/6, , , , , 
2022/4/7, , , , , 
2022/4/8, , , , , 
2022/4/9, , , , , 
2022/4/10, , , , , 
2022/4/12, , , , , 
2022/4/13, , , , , 
2022/4/14, , , , , 
2022/4/15, , , , , 
2022/4/16, , , , , 
2022/4/19, , , , , 
2022/4/20, , , , , 
2022/4/21, , , , , 
2022/4/22, , , , , 
2022/4/23, , , , , 
2022/4/24, , , , , 
2022/4/25, , , , , 
2022/4/26, , , , , 
2022/4/27, , , , , 
2022/4/28, , , , , 
2022/5/2, , , , , 
2022/5/3, , , , , 
2022/5/4, , , , , 
2022/5/5, , , , , 
2022/5/6, , , , , 
2022/5/7, , , , , 
2022/5/8, , , , , 
2022/5/9, , , , , 
2022/5/10, , , , , 
2022/5/12, , , , , 
2022/5/13, , , , , 
2022/5/14, , , , , 
2022/5/15, , , , , 
2022/5/16, , , , , 
2022/5/17, , , , , 
2022/5/18, , , , , 
2022/5/19, , , , , 
2022/5/20, , , , , 
2022/5/21, , , , , 
2022/5/22, , , , , 
2022/5/24, , , , , 
2022/5/25, , , , , 
2022/5/26, , , , , 
2022/5/27, , , , , 
2022/5/28, , , , , 
2022/5/30, , , , , 
2022/5/31, , , , , 
2022/6/1, , , , , 
2022/6/2, , , , , 
2022/6/3, , , , , 
2022/6/4, , , , , 
2022/6/5, , , , , 
2022/6/10, , , , , 
2022/6/11, , , , , 
2022/6/12, , , , , 
2022/6/13, , , , , 
2022/6/14, , , , , 
2022/6/15, , , , , 
2022/6/16, , , , , 
2022/6/17, , , , , 
2022/6/18, , , , , 
2022/6/19, , , , , 
2022/6/20, , , , , 
2022/6/21, , , , , 
2022/6/22, , , , , 
2022/6/23, , , , , 
2022/6/24, , , , , 
2022/6/25, , , , , 
2022/6/26, , , , , 
2022/6/27, , , , , 
2022/6/28, , , , , 
2022/6/29, , , , , 
2022/6/30, , , , , 
2022/7/1, , , , , 
2022/1/14, , , , , 
2022/1/15, , , , , 
2022/1/18, , , , , 
2022/1/19, , , , , 
2022/1/20, , , , , 
2022/1/21, , , , , 
2022/1/30, , , , , 
2022/1/31, , , , , 
2022/2/1, , , , , 
2022/2/2, , , , , 
2022/2/3, , , , , 
2022/2/10, , , , , 
2022/2/12, , , , , 
2022/2/15, , , , , 
2022/2/16, , , , , 
2022/2/22, , , , , 
2022/2/23, , , , , 
2022/2/27, , , , , 
2022/3/1, , , , , 
2022/3/2, , , , , 
2022/3/3, , , , , 
2022/3/4, , , , , 
2022/3/5, , , , , 
2022/3/11, , , , , 
2022/3/12, , , , , 
2022/3/13, , , , , 
2022/3/16, , , , , 
2022/3/17, , , , , 
2022/3/18, , , , , 
2022/3/19, , , , , 
2022/3/23, , , , , 
2022/3/24, , , , , 
2022/3/25, , , , , 
2022/3/26, , , , , 
2022/3/27, , , , , 
2022/3/31, , , , , 
2021/12/13, , , , , 
2021/12/14, , , , , 
2021/12/15, , , , , 
2021/12/17, , , , , 
2021/12/22, , , , , 
2021/12/23, , , , , 
2021/12/24, , , , , 
2021/12/29, , , , , 
2021/12/30, , , , , 
2021/12/31, , , , 18, 
2020/10/28, , , , , 9
2020/11/6, , , , 2, 6
2020/12/13, , , , , 9
2021/1/2, , , , , 10
2020/3/22, , , , , 
2025/4/19, , , , , 26
2022/7/15, , , , , 2
2022/8/8, , , , , 3
2022/8/14, , , , , 1
2022/8/22, , , , , 13
2022/9/7, , , , , 9
2022/9/13, , , , , 223
2022/9/19, , , , , 359
2022/9/21, , , , , 379
2022/9/22, , , , , 332
2022/9/23, , , , , 308
2022/9/27, , , , , 256
2022/1/6, , , , , 34
2022/1/7, , , , , 59
2022/1/8, , , , , 118
2020/11/12, , , , , 8
2020/11/15, , , , , 7
2020/11/16, , , , , 7
